2022-06-19/23:23:44		 phishing_20220619_232117.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:19		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:24:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220619_232117.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_003229.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_004101.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_004401.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_005002.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_013226.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_013302.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_013431.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_013618.csv: File loaded successfully!!
2022-06-20/01:57:23		 phishing_20220620_013756.csv: File loaded successfully!!
2022-06-20/01:57:24		 phishing_20220620_014019.csv: File loaded successfully!!
2022-06-20/01:57:24		 phishing_20220620_014052.csv: File loaded successfully!!
2022-06-20/01:57:24		 phishing_20220620_014130.csv: File loaded successfully!!
2022-06-20/01:57:24		 phishing_20220620_014154.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:13:46		 phishing_20220620_021344.csv: File loaded successfully!!
2022-06-20/02:30:35		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:35		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:35		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:36		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:36		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:36		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:36		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:36		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:30:36		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:01		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:01		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:01		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:01		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023028.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:02		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:03		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:34:03		 phishing_20220620_023400.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:38:23		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:25		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:26		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:26		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:26		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:26		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:26		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:41:26		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:36		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:36		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:37		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:37		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:38		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:39		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:39		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:40		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:40		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:45:41		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:41		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:42		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:42		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:45:43		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:08		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:08		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:09		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:09		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:10		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:10		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:11		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:11		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:12		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:50:12		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:13		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:14		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:14		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:15		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:15		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:16		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:16		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:17		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:50:18		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:18		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:19		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:19		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:20		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:21		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:21		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:22		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:22		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:50:23		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:23		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:24		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:25		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:25		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:26		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:27		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:27		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:50:28		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_023822.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024124.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:06		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024518.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_024951.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_025304.csv: File loaded successfully!!
2022-06-20/02:53:07		 phishing_20220620_025304.csv: File loaded successfully!!
